clean_text,category
rahul like satyajit rays film pain poverty slums hope for better tomorrow where modi like yash chopra films dreams prosperity happiness big canvas always hope for better tomorrow,1
what should have been the decision,0
amid debt resolution accusing modi government for biasness,0
remember this sushil modi will make you leave politics know that one day you can replace him,0
dalaal sudhir the same scheme would have announced modi what would been your headline and breaking news,0
"instead opposing modis movie why dont slaves make movie has any achievements his life let the voters decide who the best
",1
survey conducted yahoo still ppl thinks most capable next others rather the list provided means majority off the people wants modi next,1
have come full circle once was time when rahul gandhi used greeted with modi modi chants now absentia reverberates all over india ाेशबचा,1
pak forces are lying since 1947 and about asking proofs india opposition doing this just defame modi western media very much jealous india they all are not able digest indias economical power well they were always jealous nothing new,1
had travelled many times sitting rusty iron frame seat local trainlalu made gunda raj bihar bjp jdu reduced crimebut nitish excessive ego against modi tends make lathbandhan again crime increased due lalu now nitish unable control crime,-1
two kinds people want modi back power the selfproclaimed netas mohallasworkplaces who believe using muscle power for everything the docile unassertives ones who lack confidence something their own they believe herd mentality,1
paul pls cover the story two minor hindu girls were kidnapped raped and converted islam forcefully pakistan,-1
rahul congress still playing conventional politics you have not rejigged reset the thinking their new leader you have supported populist schemes and modihate words this your idea for new india youre wasting chance that very few get,-1
"poor state affairs speaks high level discontent with voters about your poor performance past years
pulling bjp modi down",-1
advani joshi pillarsfoundation bjp insulted what else can expected modi released list star campaigners for for names advani and murli manohar joshi are missing from the list star campaigners …,-1
